Equation,Answer
-71 % -75 / 70 & 21 & 75,-0.000161
-27 / -95 / -47 - 55 / 99,-0.561603
1 - -45 & 54 / 0 % 43,nan
-85 % -79 & 18 * -77 + -83,0.002042
-43 % 28 & 15 * -72 * -94,0.000064
-28 / 10 * -77 / 35 % -47,-40.840000
-38 + 41 + 89 - -37 / -91,91.593407
-99 - 0 & -56 * -10 + -72,-0.101434
88 % -25 * -54 % -3 & 6,0
-21 / 14 - 90 / -48 / -70,-1.526786
-32 & -4 & -82 - -73 / 99,-0.024612
-74 * 7 + 41 + 17 / 52,-476.673077
-56 % -70 % -60 / -95 % -45,-44.410526
-6 + -94 / -9 & -7 * -95,0.003342
90 - 3 / 22 * 0 + -45,45
78 & 77 & 60 / 67 % -74,-0.003464
-43 % 20 + 97 / -6 * -50,825.333333
-71 & -98 * 75 - -74 - 17,0.004868
79 * -76 % 81 * -3 % 5,2
84 & 51 + -94 % 61 + -32,0.893617
-62 + -40 + -4 * -76 / 25,-89.840000
64 + -42 / 38 / 77 / -1,64.014354
5 + -86 & -72 - 74 % 74,0.562500
-14 * 53 % -94 * 73 / -87,70.482759
-24 - 81 * 12 * -4 % 32,-40
86 % 72 % 69 / -29 / -58,0.008323
94 & -91 * 42 / 6 / -85,6.271586
7 - 4 + -97 * -53 - 30,5114
88 & -29 * -69 - 21 & 85,0.000131
36 + -29 & -98 * -40 % -32,-0.218750
96 / 75 & -93 - 50 % 30,-0.005664
41 - -54 & 65 / -9 % 94,0.547375
-68 / -6 * 36 / -6 * 91,-6188
69 & -10 & 18 & 6 * -75,0.000106
-57 & -45 % -49 * -59 * -39,0.000275
22 % 83 / 34 - 65 & 98,-0.328331
-20 - -84 % -94 - 15 % 38,49
-2 % 91 % 51 - 74 + -40,-76
-22 / 19 & 49 / 60 * -20,0.035446
62 * 77 + -73 + -32 + -94,4575
-80 + 24 + -79 % -5 + 40,-20
40 - -67 * -34 % -27 + 94,151
56 + -71 / -81 * -86 & -79,0.122675
35 + 22 & 63 % 93 % -74,-2.590909
34 / -16 + 12 % -8 * 6,-26.125000
-64 * -83 - -83 / -29 - 49,5260.137931
63 - 56 % -11 + 97 * 64,6281
-99 - 83 % -65 + -68 + 57,-63
60 * -59 * 40 + -17 / 56,-141600.303571
24 / 43 % -28 - -21 * 84,1736.558140
83 * -60 - -51 - 92 % -94,-4927
-16 & 1 - -3 - -46 + 79,-0.062016
95 & 53 & 33 - -70 - 74,0.015452
-95 - 56 / -62 - 29 & -22,2.797654
-29 + 13 * 40 / 45 - 60,-77.444444
29 & 8 + -17 & 13 - 12,-0.805556
-52 * -72 - 17 & -34 & 44,-0.622828
99 & -68 * 63 * -72 + 90,0.000160
66 - -9 - 70 & 72 - 39,0.075758
25 % 45 - 36 + 29 % 24,-6
-34 & -16 * -85 * -9 - -86,0.001399
50 - -27 % 28 / -95 - -76,126.010526
-16 + -46 & 47 / 6 & -41,0.048262
-65 & 80 - -30 * -50 * -74,-0.000293
-71 & -85 & -53 / 40 % -12,-0.157603
89 * 10 - 65 - -19 & 27,15.629630
80 * -82 & -4 - 81 * 27,1.497033
84 / 80 - 37 & -94 % 19,-17.975000
54 * -72 % 98 + -45 / -54,32.833333
-71 + -26 + 49 - -5 & -73,0.294521
-27 % 35 & -22 + 68 & -3,-0.014493
-2 & -88 / 46 - -83 - -81,-0.006170
14 * -41 & -40 * -78 * -43,0.002139
56 & -49 & 6 & 21 / -41,0.046485
-75 + 53 % 68 * 26 * 1,1303
-74 / 97 % -67 - 31 % -30,28.237113
20 & -67 & 86 + 11 % -20,-0.000969
13 - 6 / 99 * 54 + -46,-36.272727
-18 & -50 % 6 + -4 * 83,0.027439
46 * 51 * 35 * 47 & 89,21680.730337
71 - 57 * 31 * 51 % 23,68
22 + 54 - -88 - 56 * 17,-788
-9 % 96 % -90 - 3 - -24,18
82 - 1 & 71 % -82 * 8,-0.460227
75 / -4 % 77 * -40 & 30,-38.833333
-82 & 45 / -41 * -73 * -94,0.005444
-17 - 89 * -66 * 87 * -87,-44460323
12 - -14 % -12 + 53 / -51,12.960784
-43 % 34 & 37 + 90 % 1,0.337838
-79 & 16 - 71 % 4 + 64,-0.512987
-78 % 19 - 7 * -74 * 42,21773
15 % 49 / 44 - -88 / -23,-3.485178
-86 + -51 / 60 - -34 & -39,0.677564
-31 * -60 - 78 / -8 * -12,1743
55 / 68 * 91 & 74 + 40,0.322820
-69 & -91 / -90 % -32 / 90,100.197203
-89 % 88 / 65 + 26 & -76,-0.179858
-64 - -39 * 16 + 80 & -57,-5.614035
97 / 68 % 27 * 17 - -16,40.250000
27 / 59 % 46 % -97 & -78,0.618861
25 & 66 & 67 - -79 - 13,0.000712
-1 & -7 % -59 & 98 + 3,0.000354
53 - 96 - -94 % -33 + 2,-13
50 % -48 & 96 & -1 * 86,0.001393
-17 * -10 * 76 * -15 - -53,-193747
96 / -15 & -86 & -50 * -57,0.000007
38 % 20 * 64 - 77 + -98,977
-34 * 46 + -13 / -10 & 76,-10.280921
-57 * 70 / -40 & 27 - -56,0.600904
-90 & 29 - -89 - 52 + 97,-0.276074
-49 & -25 * 6 * -2 - -13,-0.078275
26 + -63 % -65 - 30 & 27,-1.240741
3 * 42 % -1 + 1 * -96,-96
9 * -61 / -83 % -7 - -2,1.614458
-20 % -69 & -90 % -49 * 70,0.003484
53 / 0 * -82 * -85 / 4,inf
94 * 96 * 44 / 63 % 16,14.476190
31 - -65 / 81 * 40 & -36,-0.876372
71 & -74 % -52 + -47 / -1,1.420000
-16 - 70 + 66 * 55 - 11,3533
-90 / -70 * -32 - -96 - -24,78.857143
3 / 18 / -18 % 91 & -97,-0.469024
8 - -12 + -5 & 4 * 21,0.089286
-83 + -12 - 39 * 21 & 10,-45.700000
22 / 96 / -79 % -29 * 13,-0.037711
42 * -74 * 57 & -69 & -85,-7.551407
27 / -44 / -90 & 65 / 12,0.000629
-3 - 20 & 50 + 72 - 25,-0.118557
34 / 18 / -33 * -12 + -59,-58.313131
61 / 66 * -1 / 90 - -48,47.989731
80 / -73 % -20 * -93 % 46,9.917808
-5 / -28 - -19 + 96 % -93,-70.821429
-64 - -74 / -39 - 66 % -49,-33.897436
-81 * 1 & -70 + -34 / -18,0.594617
-69 - 21 / 41 & 30 * 98,-0.011822
13 - 99 - -48 - -1 % 45,-82
-1 & 60 - -83 - 2 & -10,0.000177
